name,latitude,longitude
케이티중앙지사,37.56186876289762,126.98265825452532
GS휘경주유소화장실,37.59120567937087,127.06715048007636
팔팔주유소화장실,37.4873249996332,126.96673768213223
남성주유소화장실,37.488749427675735,126.98196953367965
길동해뜨는주유소화장실,37.53606705630191,127.14617511474928
길동주유소화장실,37.533492251836,127.141181187673
화성빌딩,37.45740953680849,126.89890197384187
강강술래,37.45078209968732,126.90143879138844
김안과병원,37.51984623783488,126.90149234529358
약사신용조합,37.47893878744011,126.95966037473008
도시의빛2,37.4949248565964,127.02862404527946
대원빌딩,37.50141373413085,127.02552294545548
프레스티지빌딩,37.49490728139182,127.03038553419248
종이나라,37.559715736547226,127.006065310884
세영정형외과,37.47967177520407,126.90431442228292
관악농협,37.47942729652184,126.90276550203846
예가람상호은행,37.52287528447542,126.88798478912824
삼환상가제중한의원,37.52301767949333,126.88701382061672
협진축산물도매시장,37.46636836401686,126.89628275616172
노보텔,37.46763547986176,126.8984176189539
연대앞공중화장실,37.56007395267719,126.9343339577044
홍제3공중화장실,37.594543879500485,126.94773410153684
만리공중화장실,37.55192071382412,126.96224920473296
둔촌2동주민센터,37.53337672602625,127.14198537619646
고덕소방관피출소,37.55722947955758,127.15202368996172
정릉1호공중화장실,37.6187596272543,127.0056715177044
새내쉼터화장실,37.51211454320157,127.10764412075709
오금공원테니스장화장실,37.50100891914838,127.1339867412264
개롱공원관리동화장실,37.49343560334604,127.13007346251204
삼선빌딩,37.5573935460615,126.97710219735032
전국은행연합회,37.56509885803533,126.98550163336463
그랜드프라자,37.512501392033,127.11987302086116
홍진빌딩,37.501348136981946,127.14134866075018
대한생명빌딩,37.55760529531669,126.97552785011636
강북종합시장개방화장실,37.64212354720247,127.02567422441436
은혜교회,37.50693210801348,126.8549246403511
성신고려의원,37.46672767482153,126.89413308895568
공릉동공중화장실,37.62087652539486,127.08696487385482
벽운공중화장실,37.68032626712474,127.05721771214333
동북쇼핑개방화장실,37.62020253862566,127.01874675387906
적암빌딩개방화장실,37.555787008704606,126.93996768756286
오송빌딩,37.48931694651459,126.98208216575848
태농빌딩,37.48288489194476,126.98149243379608
청화병원,37.50725757039042,126.94025242924384
대우메트로빌개방화장실,37.54340525162733,126.95292576615336
마포창업복지관개방화장실,37.57431168192984,126.88997655571842
중앙하이츠상가,37.49939540778417,126.94996266829222
광진빌딩,37.49483434527686,126.88881802538826
21세기주유소화장실,37.48717043008348,126.905531757132
동아주유소화장실,37.557540428025504,126.92922880791392
망원동주유소화장실,37.55873638651274,126.90727268093032
동양한강트레빌개방화장실,37.5495342061664,126.91484736568891
성지빌딩개방화장실,37.54136172482674,126.94630461396798
DMC산학연구개방화장실,37.57600518551066,126.89062011317178
동성빌딩,37.46451229720237,126.90268555736476
택민빌딩,37.54976617027583,126.8665928836174
등촌빌딩,37.54512489910262,126.86260964602448
(주)새서울개발주차장,37.53282613798407,126.8285527792374
중계주유소화장실,37.65497903616423,127.05861164878031
하계삼호주유소화장실,37.6335834411509,127.07231054168612
하계주유소화장실,37.6421255416182,127.07040031361034
대경주유소화장실,37.66643066345802,127.04346619046984
한영주유소화장실,37.58847664286867,127.05740727170937
파리공원화장실,37.5347930944751,126.87703605180344
오목공원화장실,37.528007714746046,126.87329668525396
양천공원화장실,37.518018136014256,126.86818097476429
도봉산입구무인자동화장실,37.68851169732966,127.0449805733297
다락원주유소화장실,37.688340795807726,127.04535877686912
잔다리공중화장실,37.55461082412858,126.9127935154564
와우산공중화장실,37.55200818551641,126.92912053155996
홍익공중화장실,37.5522683699795,126.92333359592256
노고산2공중화장실,37.55413754481575,126.93476932701331
서교1공중화장실,37.55191128147163,126.915422358324
신트리공원화장실,37.514621201680704,126.8565150344231
노원주유소화장실,37.62024852179872,127.07514556623369
삼육주유소화장실,37.639611683388864,127.11045181286596
상계주유소화장실,37.655905824583535,127.06623498791588
역말공중화장실,37.60682124576779,126.91414153454993
신흥공중화장실,37.59607205905243,126.91186813039305
창서공원공중화장실,37.55682821794361,126.93553093207086
살피재주유소화장실,37.4983349472126,126.951414810996
옥돌빌딩,37.60634178513621,127.027253249497
장석빌딩,37.61641985963286,127.05673863358268
상일동주민센터,37.55167130989237,127.16554066424128
암사3동주민센터,37.55506645282384,127.1407556054444
성내3동주민센터,37.52608965891861,127.13286742758496
개포출장소,37.48802677901673,127.07372276899306
소방파출소,37.54104658651287,127.14444385194064
정수빌딩,37.57969010361306,127.0232971217634
수서동주민센터,37.48896448719328,127.10502854474568
세곡동주민센터,37.46917499615443,127.1069290374612
은경빌딩개방화장실,37.60029366065954,126.92313744180288
개포2동주민센터,37.48984640077694,127.0691393716819
양재천무인자동화장실,37.47668178169244,127.04061348046264
부룡빌딩개방화장실,37.56847207043331,127.05113075884324
경우회관개방화장실,37.603101159578976,126.92231571169069
우풍골개방화장실,37.60374093425596,126.92494483745394
한샘빌딩개방화장실,37.62668459755168,126.92021910927132
황금충전소화장실,37.594149863742366,127.07588827878676
신설공중화장실,37.57382888991166,127.02420002811223
금호4가공중화장실,37.548177280723685,127.02055503728504
길1동주민센터,37.53469900398255,127.14265951221968
종합시장D동상가본관지하1층개방화장실,37.57082067006839,127.00732926133138
종합시장D동상가본관지상3층개방화장실,37.57050838895363,127.00719146106184
버거킹(종로구청점)개방화장실,37.57251647364106,126.9805121186735
녹번시장개방화장실,37.60059882581242,126.9304419339034
개포우성3차상가,37.48405150422919,127.05609356877764
엠-프로젝트,37.58356019353602,126.99975230994848
제분빌딩,37.55886771576421,126.97534893351616
금풍빌딩,37.56343160333533,126.99044864751528
다동빌딩,37.56794798974185,126.98207901011816
대일빌딩,37.56795452743466,126.98303367765764
신이문역앞공중화장실,37.60302257146434,127.06801527772735
용마폭포공중화장실,37.57397515307354,127.0892432275934
중화3동공중화장실,37.60234550041743,127.0741894723554
강남구보건소,37.51599470156191,127.05213338926649
신사동주민센터,37.52400555329855,127.02282429883748
강동구보건소,37.52926369353064,127.12541388530758
한화역사(주),37.555929234347566,126.97203309249755
태광산업,37.5618244534576,127.00373910459189
한국화이자,37.56047809901453,126.9840848547792
한주흥산,37.56437620593511,126.98403495713696
동대문운동장공중화장실,37.56724821588269,127.01210778871535
동양생명,37.56520873883503,126.98653135118929
가양지구대,37.55926559152876,126.85017839065804
곰돌이공중화장실,37.562314409934814,126.85745173603252
가리봉1동주민센터,37.4808535380092,126.88991850196189
진달래공중화장실,37.56237919791187,126.86099282660308
구로1동주민센터,37.49308078825052,126.87580291427216
비둘기공중화장실,37.55950505292425,126.86297218400348
고척1동주민센터,37.50046324461865,126.86276574971174
강서경찰서,37.55144409810995,126.84997257014214
삼들공중화장실,37.667944623526,127.0533210062667
조원제1공영주차장,37.48308384734065,126.90466097951594
공항동체육공원화장실,37.555734269735815,126.8121440947624
나들이공중화장실,37.57183637978704,126.84427737112698
수궁동주민센터,37.49394999359824,126.8314717379218
꽃동네공중화장실,37.570206080667205,126.8470847083525
온수근린공원화장실,37.66092730915661,127.06417638814844
실로암안과병원,37.546186398261646,126.86194425689708
상계1동수락산공중화장실,37.68759383203185,127.07024556936324
황금내공중화장실,37.561731169921,126.86443667443332
구의3동사무소,37.539044611751656,127.0976934608308
방화공중화장실,37.581672901239976,126.81209587214782
동부지방법원,37.53685794472055,127.08747012564343
원신공영주차장,37.47016019714292,126.92940671580033
구로본동주민센터,37.49931680941938,126.88290031024228
미성동주민센터,37.476219988519865,126.91556330493395
봉원공중화장실,37.57072239043613,126.94618308659398
광진구청,37.53799569766952,127.0827139378409
무궁화공중화장실,37.54519750175295,126.85119592687188
자양2동주민센터,37.528831900913815,127.08436841324324
꿈돌이공중화장실,37.54554257752881,126.84631392331777
자양4동주민센터,37.53415600657197,127.0661732317162
이수공중화장실,37.54828685071978,126.87437713014836
구의1동사무소,37.54254937850621,127.0856855210806
구암공중화장실,37.56778941638552,126.85267638731236
좌월공중화장실,37.61732308468246,126.91331692559784
방화2종합사회복지관,37.57490640619368,126.81960559632516
구산공중화장실,37.608847248982606,126.90674374497765
방화119안전센터,37.57981756160199,126.81429289279944
장미공중화장실,37.55670342460648,126.81385019628657
구로4동주민센터,37.48567697390502,126.8866002917296
쌈지공중화장실,37.57118828369853,126.81497505271356
고척2동주민센터,37.50669243803892,126.85866962433946
성현동주민센터,37.48960090535241,126.9481188209608
홍제2공중화장실,37.59285868841423,126.95485118311466
서원동주민센터,37.47979683769445,126.93134944562246
남가좌1공중화장실,37.572876924765545,126.9182623992328
은천동주민센터,37.48590045186032,126.94084667427134
남가좌2공중화장실,37.5706876135985,126.9165412104302
달빛공중화장실,37.66327460127566,127.05986698610089
화곡119안전센터,37.54370519990606,126.845241288878
강서구민회관,37.55348296976556,126.8436456400983
두루미공중화장실,37.66574257205221,127.05323819857662
강서구청,37.55107627227383,126.84954422816509
가양5종합사회복지관,37.56433459342325,126.85338065497774
불광시범공중화장실,37.62312603945229,126.93602209122156
가양7종합사회복지관,37.56135186397488,126.86245090608652
새장골공중화장실,37.6253390600038,126.9262584349268
등촌종합사회복지관,37.56406106785538,126.84222210657536
구로5동주민센터,37.50015787161007,126.8893405172557
무지개공중화장실,37.5649552160379,126.8518518739296
개봉동주민센터,37.50224045915491,126.8471343772021
거리공원등기소앞화장실,37.50102651648606,126.8904376439351
개봉2동주민센터,37.490868056619824,126.8565277232701
구로3동동산빌라앞화장실,37.48632612433613,126.88859182486968
행운동제1공영주차장,37.47988623883619,126.96059558131329
공항지구대,37.562393073919466,126.8083353488298
감나무공중화장실,37.6492494179431,127.05866219351915
곰달래지구대,37.53296074586876,126.86315316350796
길마공중화장실,37.614736775488,126.9158617476934
등촌4종합사회복지관,37.56085513772033,126.84374709431304
서갈현공중화장실,37.62150248566479,126.91578113718488
등촌7종합사회복지관,37.56032799944696,126.8506905459948
박석공중화장실,37.62516069156946,126.91860693724412
방화11종합사회복지관,37.56949214649784,126.80597182249744
강서보건소,37.54974583617008,126.86822980315206
개나리공중화장실,37.669274544650015,127.05833377098313
발산119안전센터,37.55530732413058,126.83685412764297
중곡2동사무소,37.56032925600668,127.0814919068322
등촌공중화장실,37.5634247621981,126.84177968595898
중곡3동사무소,37.56886548135829,127.08013095405845
서낭당공중화장실,37.55858984545044,126.85003710496584
중곡4동사무소,37.56537178807216,127.08727414981396
우장1공중화장실,37.550401297994384,126.84357345267146
능동사무소,37.55381134786961,127.08051621366177
우장2공중화장실,37.550401297994384,126.84357345267146
대현공중화장실,37.557838104992015,126.9437264184716
신월공원화장실,37.51802491748936,126.83384284013
관악문화관도서관,37.46801374113007,126.9449170593596
독서공원화장실,37.51974800271014,126.83491563706922
보라매제1공영주차장,37.48868557450909,126.93444941842576
오솔길공원화장실,37.52111543453081,126.83653435428047
햇빛공중화장실,37.66662831516154,127.06032989372962
강서소방서,37.558101830186494,126.86019373088776
종달새공중화장실,37.66800748382229,127.0620317800698
매바위공중화장실,37.59048234804553,126.92396361951
송정역,37.56154102609625,126.81209019185582
군자동사무소,37.55518511745272,127.07595041567714
가리봉2동주민센터,37.48417300830089,126.88401676131956
삭새어린이공원,37.49637205513785,126.82502977669856
오류1동주민센터,37.49709444506608,126.84509971140064
아름공중화장실,37.56868494444204,126.84870957792552
신원동주민센터,37.48162968942248,126.92736434455564
현저공중화장실,37.57300890004683,126.95309628703176
낙성대주민센터,37.47640417784122,126.95835922433731
난향동주민센터,37.46161421567795,126.91880246903088
까치공중화장실,37.57996975524052,126.90411913569802
신시동주민센터,37.48546324368973,126.91806847137848
방화6종합사회복지관,37.57801594377557,126.81089630604896
대조공중화장실,37.615440406592384,126.91994121818752
개화산역,37.57231164249288,126.80612119316984
강서도서관,37.54802039355148,126.8600201706601
민들레공중화장실,37.6628525841838,127.05618670181305
기린공중화장실,37.65199148084617,127.05929573442371
채송화공중화장실,37.65172097220305,127.05716173313364
방화1치안센터,37.57422157803833,126.81385354529544
온곡공중화장실,37.65990114083283,127.06106503585984
공항동우체국,37.56152358576096,126.81195339135569
가양4종합사회복지관,37.56475474140296,126.85262827325369
응암공중화장실,37.601653174316034,126.92360645975825
계남공원A화장실,37.51424264819341,126.8457850870958
삼성동주민센터,37.470155138236365,126.93297207448776
계남공원B화장실,37.51067944679676,126.85711632907272
난곡동주민센터,37.47097279181987,126.92166234137264
포수동공중화장실,37.59813359185869,126.91943698678644
강서구민올림픽체육센터,37.559816527473565,126.85061157110704
참다래공중화장실,37.59540047192787,126.9173800767276
마곡배드민턴장,37.57352436020521,126.83254604631632
연서공중화장실,37.60406225993946,126.91678626231877
마곡레포츠센터,37.57323080845399,126.83208248568064
역마을공중화장실,37.60112462482888,126.91850389694277
신사동 공영주차장,37.48442562714175,126.9154641870346
칼산교통공원화장실,37.51009106298434,126.87060239992682
사랑공중화장실,37.64713320917413,127.06024384335144
화곡지구대,37.55169437189157,126.85001592656808
산철쭉공중화장실,37.67033631160349,127.05555158402969
유광사산부인과병원,37.54370964910327,126.8388062055252
불암산관리사무실화장실,37.66258367889293,127.08327415375648
한울공원화장실,37.51990767288259,126.83257539991904
신림3동공영주차장,37.4722936831448,126.92319048991928
양지공원화장실,37.52220371913205,126.83098401130457
백석공중화장실,37.54189044583249,126.85534256139874
광진구우체국,37.53783825577335,127.09066753840702
까치산공중화장실,37.5367521262983,126.84407684204604
신정6동트레일러형화장실,37.51154679145223,126.8724124120758
더와이즈황병원,37.54217128222665,126.84297484890504
새록공중화장실,37.60399795325687,126.92370223850996
대학동주민센터,37.4706278374982,126.9370164484835
연희동공중화장실,37.567837821500106,126.9186951974486
중앙동주민센터,37.4842470816767,126.9497411605674
홍제1공중화장실,37.58765526550296,126.9554557601967
참새공중화장실,37.66608533704322,127.0547350093827
청룡동주민센터,37.479186467041046,126.94166624523972
동교1공중화장실,37.55720051480405,126.92603387030834
서림동주민센터,37.47507435367133,126.93496497635502
송파주유소화장실,37.49367750395175,127.14434690981942
남성주유소화장실,37.51254497246653,127.11401207451844
불암산공중화장실,37.66197031343946,127.07946923727546
잠실4동주민센터,37.52016036173849,127.11224909439562
노해공중화장실,37.64867100993178,127.07110765317285
한글비공중화장실,37.64493680315693,127.07372829934508
중화리공중화장실,37.604120996646,127.0805124474627
안암동공중화장실,37.58530927767372,127.02157066106696
양재1동우면주민센터,37.47167438503746,127.02670932939628
북선공중화장실,37.59635012129899,127.02858021438932
서초3동주민센터,37.48362771273394,127.01251289006456
장위3동공중화장실,37.62085963558685,127.05243667329955
방배2동주민센터,37.47975819992611,126.98555751399584
잠원동주민센터/반포지구대관제센터,37.51492907190291,127.01405911226234
신내공원화장실,37.61378709680159,127.08919134885736
장독골공원화장실,37.53578102769709,127.0777057430929
마포소방서,37.549505783611096,126.93317817764728
잠실6동주민센터,37.51811913294684,127.10066284376472
등나무공중화장실,37.640120785576336,127.06711960888563
염리파출소,37.54179905956365,126.9456356438048
한아름공원화장실,37.541552172073125,127.06969855403432
발바닥공원화장실,37.65978305715926,127.03118648887704
"상계3,4동주민센터",37.672983954309565,127.08329142058145
구기동공중화장실,37.60959042990158,126.9564205319983
상계8동주민센터,37.666802315125466,127.05157063982132
창신동공중화장실,37.578425561277655,127.01255416078158
솔샘어린이공원화장실,37.61815232833295,127.02706013872098
옥수동주민센터,37.543746703958256,127.01346065552076
벌리어린이공원화장실,37.62757956353906,127.0444453258828
용답동주민센,37.564087359905656,127.05557326166702
오현어린이공원화장실,37.62373955760069,127.04648751545072
오륜동주민센터,37.51545067710303,127.13429619680926
장위3동주민센터,37.61659913998502,127.05662193456332
은행나무공원화장실,37.64964952151332,127.04379166864408
돈암1동주민센터,37.60342800617311,127.02639993931112
뱃골공원화장실,37.646582048360166,127.04501974288657
노원골공중화장실,37.67471203868168,127.06207348688496
양지공중화장실,37.59034680043424,127.08913774848332
서초4동주민센터,37.4959202579276,127.0153542370538
봉화공중화장실,37.59815927339336,127.07744722215368
상월곡동공중화장실,37.610438916292125,127.04523551202804
방배3동주민센터,37.48037039821818,126.9990532918257
구로1치안센터,37.491174676021785,126.87518055746284
계남근린공원입구화장실,37.507491679339175,126.85435186770562
고척근린공원소공원화장실,37.50344742500119,126.85255007560023
서초1동주민센터,37.48881439446519,127.01904955604256
홍제제2동주민센터,37.58609018938368,126.94940059056434
중랑천제방2화장실,37.56791819882584,127.07826090526932
신촌동주민센터,37.55955451536968,126.94349986989744
평강공원화장실,37.54807013168559,127.10069353606907
긴고랑어린이공원화장실,37.558908418341886,127.0910670990711
연회동주민센터,37.5739326411028,126.9352922674309
전농2공중화장실,37.58287744085758,127.05062099482676
한빛어린이공원화장실,37.627728949330425,127.02289079665915
왕십리제2동주민센터,37.56108728727919,127.03052184462298
버드나무어린이공원화장실,37.63405970300499,127.03430367488043
체육광장공중화장실,37.5843744139478,126.9030349100216
남현동주민센터,37.47470999495632,126.97783588077178
새락골공원화장실,37.59897630425898,126.9112122171825
번남어린이공원화장실,37.6357841983028,127.0249481976235
송정동주민센터,37.55452122500566,127.06956756004082
봉수대공원화장실,37.60664046620701,127.09153289653572
남가좌제2동주민센터,37.57841111594359,126.92389663039847
샛강어린이공원화장실,37.639347376327656,127.0329993095512
마장동주민센터,37.56630316033753,127.0454648496292
꿈나라어린이공원화장실,37.58006665364434,127.02305463762814
양재1동주민센터,37.48449334973461,127.03609743802976
석관동주민센터,37.61298082099776,127.0614172785432
풍납1동주민센터,37.53807180904078,127.12208935223096
충숙공중화장실,37.64033526770178,127.0776371694514
장위2동주민센터,37.61239361772213,127.05455009236124
상암동주민센터,37.578337831014586,126.89475594621275
목련공원화장실,37.54061262822879,127.09053880720666
금모래공원화장실,37.53020325159589,127.08244091325886
월천근린공원화장실,37.647573834261394,127.05090195579218
"상계6,7동주민센터",37.654919345259295,127.06699901623178
창경궁공중화장실,37.57992920661832,126.9968089177383
종암1동주민센터,37.60006420722562,127.03150647712312
금호1가동주민센터,37.55487493123123,127.02167179897378
성북2동공중화장실,37.59625162962688,126.99383521058428
방배1동주민센터,37.48334809644801,126.99449466699852
삼선어린이공원화장실,37.58236297231129,127.00901321709853
응봉동주민센터,37.55314603318028,127.03342137680065
정릉2동주민센터,37.60445040926819,127.011184761232
창골공원화장실,37.64308572584601,127.04863329258689
성북동주민센터,37.59103855750055,127.00326493211182
장지동주민센터,37.486977305443546,127.13240883012011
중계공중화장실,37.6397013054711,127.06579159259798
응달어린이공원화장실,37.61821628400901,127.0243007410669
행당제1동주민센터,37.55846881552725,127.03617097385133
성수2가제3동주민센터,37.548207795608135,127.05533920243911
벌말어린이공원화장실,37.629716543238665,127.03984334780202
성수1가제2동주민센터,37.54631685443531,127.04438380351846
휘경1동주민센터,37.59004792118997,127.05959175991624
이수지구대/방배본동주민센터,37.4941072003124,126.98883418655552
성삼공원공중화장실,37.54206443685255,127.06020508539768
회기동주민센터,37.590834784771566,127.0554059990284
합정동주민센터,37.54952055469427,126.9057196861208
언덕배기공원화장실,37.53202081446295,127.08788493460972
마포구청,37.563527080670085,126.90853941038256
북악숲속공중화장실,37.61066007999424,126.99353984110483
서초2동주민센터,37.49213152582131,127.02506759258236
효자공원화장실,37.65006225296043,127.05103588628634
월곡2동주민센터,37.60578644199478,127.04788415154776
모랫공원화장실,37.64683975853019,127.05180192742156
송파2동주민센터,37.50232320980535,127.11674467879128
방배4동주민센터,37.48961403067756,126.99137299155456
오거리공중화장실,37.57688226110535,127.0843580383267
반포1동주민센터,37.5051114463065,127.0132351088368
서초4동주민센터,37.50277397123582,127.0220786090556
광장동청년회화장실,37.54863774508095,127.10996019647014
홍제제3동주민센터,37.593780463348175,126.94969860297904
미루나무어린이공원화장실,37.64055710032813,127.0244423825883
길음1동주민센터,37.61050142875019,127.0194638180375
오동근린공원화장실,37.62014224756867,127.03509546317306
망원1동주민센터,37.55527775979084,126.90567954542296
무궁화공원화장실,37.54127155404744,127.09441033100016
연남동 주민센터,37.56453370218144,126.9220233292774
천연동주민센터,37.57110648377627,126.95912797963712
가중나무공원화장실,37.546389266751866,127.06791727907871
충현동주민센터,37.56482975849913,126.9547335795932
햇님공원화장실,37.54272061872941,127.06690065186368
양재2동주민센터,37.4705981728717,127.0412176219478
사가정공중화장실,37.580871116748206,127.09652424638912
제기동주민센터,37.58560387365842,127.0420177081208
자동차매매센터공중화장실,37.560357317133125,127.06455986242176
서소문근린공원공중화장실,37.56056793090174,126.9693746542471
창4동주민센터,37.65226654321691,127.05156919840888
잠실2동주민센터,37.51188178312798,127.08855927115933
양지공중화장실,37.64718856240243,127.07560553516169
색동어린이공원화장실,37.63317686894207,127.020669603908
성수2가제1동주민센터,37.53953091705236,127.05404407196872
흰구름어린이공원화장실,37.645723514138695,127.02044942433125
구로리어린이공원화장실,37.49089175521032,126.89162417633403
구일지구대,37.489276029012295,126.8907221252474
남구로역화장실,37.48517343233851,126.88732165487498
푸른동산공원화장실,37.542872945382186,127.09110652270276
서강동주민센터,37.54778636630255,126.93194854207348
개나리공원화장실,37.53803325011716,127.09238912208312
홍제제1동주민센터,37.58770227534942,126.9449280458071
구의공원화장실,37.53696950278242,127.09463579095234
번동공중화장실,37.62993999107309,127.04291539118556
사근동주민센터,37.56121317373371,127.04587922628454
면목4치안센터,37.574375519234295,127.08059727611383
광덕주유소화장실,37.58313670694852,127.0202043306515
화양동주민센터,37.54661420058856,127.0713271387817
방화1공중화장실,37.56255458876762,126.80858992544884
자양3동주민센터,37.53387692611206,127.07288824860416
당산4가공중화장실,37.52977434684283,126.89788216055447
상계10동주민센터,37.661332635203294,127.06025966540231
행당어린이공원공중화장실,37.55760595079233,127.0372853073945
이태원2공중화장실,37.54306560741986,126.99026256916902
노원세무서,37.65320632113628,127.05173622586186
후암4공중화장실,37.55024536017935,126.97622968782944
방화동우체국,37.57983352530805,126.81499747851645
한전울타리옆화장실,37.6403876223266,127.08422774491017
동자공원공중화장실,37.55012128865461,126.9738684862958
쌍문2동우체국,37.6563935573728,127.03756791582023
한마음공원공중화장실,37.5284720950358,126.9696181471744
창5동우체국,37.651865327728366,127.04273452284322
신계동공중화장실,37.534070405780575,126.9628583281715
전농동주민센터,37.57853645057834,127.05761115842596
한남동마을마당공중화장실,37.53030220765034,127.00725341420572
휘경1동주민센터,37.59298580350888,127.0657261000894
살곶이공원진출부공중화장실,37.55398168089864,127.0463601787123
시립동부병원,37.57541173655396,127.0315446917075
화곡우체국,37.54407311651137,126.84572546201797
월계역옆공중화장실,37.63500053730585,127.05909429469696
강서중앙병원,37.562263713994525,126.80931998171144
중앙공원화장실,37.52145329788734,126.90378334840176
신당1동1호공중화장실,37.56394959549911,127.01337614302696
상계3동우체국,37.66635347110019,127.07705040183107
신당1동3호공중화장실,37.56138342295647,127.01380247110374
숭인동2공중화장실,37.57866673331069,127.0173914991062
상계3치안센터,37.66392378159544,127.07523543263676
춘추관주차장공중화장실,37.58627163988729,126.97662239034553
방화2공중화장실,37.56367933295919,126.8084267801936
중곡1동사무소,37.56071275678595,127.08001834189864
원당공중화장실,37.55978597261934,126.84204136533202
월계3동주민센터,37.62105491658539,127.06923907961932
다사랑공원화장실,37.49846239299606,126.89731287388976
공릉1.3동 주민센터,37.62488007227845,127.07374868161514
개봉지구대,37.49189043882037,126.85645575930174
서서울정보산업후문화장실,37.50334502015486,126.8284465672327
신도림동주민센터,37.50784887161422,126.88053289818852
전농1동주민센터,37.57802411827577,127.04767937803383
용답휴식공원공중화장실,37.56999525486516,127.0474740379086
용답인조잔디구장화장실,37.56015630794757,127.05403694436404
대흥동주민센터,37.55600847072199,126.94279447521696
무학봉근린공원화장실,37.56161109492626,127.02700288557216
효창공원놀이터공중화장실,37.54663139474883,126.9609369965899
동심공원화장실,37.49278898513178,126.89943796559398
살곶이인라인공원화장실,37.55403555483881,127.04772419936062
인왕산등산로입구공중화장실,37.57762789733299,126.96235857437615
북부지방법원,37.61998958667209,127.07622990198992
누상동공중화장실,37.58165448073651,126.96557032916326
공릉동우체국,37.61849343438583,127.07571502313576
창신동저소득지역공중화장실,37.57554696348388,127.0098414445027
화랑지구대,37.622611029109926,127.07460040948372
무악동배드민턴장공중화장실,37.577949278622256,126.95692018810628
월계문화정보도서관,37.628689686739065,127.0561681567374
인왕산수목원약수터공중화장실,37.583009184049054,126.963774794749
노원전화국,37.6546447787325,127.06370119757452
자매공원화장실,37.51757476129617,126.93049000272156
중계1동주민센터,37.65261422648295,127.07750570482962
용답꽃공원공중화장실,37.56015630794757,127.05403694436404
동대문구청,37.57457203874048,127.040193473503
살곶이공원진입부공중화장실,37.55398168089864,127.0463601787123
서울문화재단,37.57145712174759,127.03355657312837
매봉공원화장실,37.546275972609365,127.01126094781118
문래동3가공중화장실,37.51514462412068,126.90196759670005
상계2동주민센터,37.65886627862053,127.06850204311192
쌍문3동주민센터,37.64902084711907,127.0279178867161
효창공원매점옆공중화장실,37.544874038201776,126.96292019164636
창5동주민센터,37.65202733767126,127.03915020970722
구산중공중화장실,37.60954764991736,126.90871731133495
